ph,Hardness,Solids,Chloramines,Sulfate,Conductivity,Organic_carbon,Trihalomethanes,Turbidity,Potability
6.509621638211163,197.75950261019196,20122.192563757548,6.862782053514225,353.0119743810498,472.7093808844901,11.058818499412835,64.66330907028907,3.802819638132032,1
9.794717848521511,254.42506637463424,12490.55827605843,5.992480374252229,291.19726053329634,576.0460834739301,11.665297002454563,80.69821421798687,2.807129774600525,1
5.26428380172951,142.5341263042983,25556.05312803757,6.600786950950184,416.2627986734816,443.7592310363813,7.491362469561352,72.87984777883966,5.100239664952599,0
7.027185659271876,185.32070143113657,30988.97301937858,8.600477186834942,327.46266996635546,326.2690801979097,9.98201022863941,52.71658853811383,5.353043339815189,0
6.3194315449597305,180.96562086209,36278.71830879708,9.960552065163297,275.5917457297022,307.69136061472153,18.1969309465336,93.59424603033952,2.6531266883388063,1
7.665187780430904,209.997246463362,22993.72935030665,5.543901316277938,343.4942197241109,417.7389883575676,7.750606555288982,63.55182239341074,2.7071291616855064,0
5.198224971294214,173.11982132608853,11178.40354379496,5.893458351780593,343.209876448911,390.0656160436119,14.160899492423198,65.43300783947389,3.807318102819921,0
7.591346093540146,199.2553218244227,25383.76518344253,7.924616265268947,318.6104784917454,416.4456174773966,20.11882693183793,48.27120968228571,4.515150113779176,1
5.923441414571481,167.65860220231826,25951.554035672933,6.296103203499958,350.3819810895708,471.8575106841912,15.770464179694784,53.32181233421085,4.107363630145296,0
5.895948983187193,187.1536165953963,37118.25543610952,4.600729970888528,253.15846862252465,531.1691008772798,11.410183554311573,77.28655066652708,3.659652967576408,1
8.197353369384867,203.1050914346406,27701.79405469116,6.472914285587643,328.88683761881884,444.612723622325,14.25087508151961,62.90620518305302,3.3618333238544555,1
4.700392723840931,195.35280730935835,35216.534274067046,7.9190831602624785,335.27937623584404,539.4646482053535,9.852784882147375,64.72133077045876,3.481943696005759,0
6.569053876389385,208.7314537169364,29123.708303808296,6.765117879792386,327.697540846151,308.0860503290929,12.360291976445351,65.75017250151434,4.204699128535813,1
8.277058197816894,242.55924577575604,12715.814279597913,5.1287325411688105,371.3027473027786,561.7611560542605,15.220021381154822,61.79901423925479,3.751324090887501,1
8.3503510398453,239.81600458044133,17177.78878280838,6.108947365964821,272.8447146597404,294.8760562690446,10.603467049677365,62.85274862912924,3.507227581181632,0
5.331799285360081,149.95504742834828,19693.90677215798,7.146139714096017,336.01190807893107,285.9980485407315,14.298578791054467,46.113762864708185,4.734873906917863,0
4.825591458154621,234.7839038156121,11142.392632055147,6.442769292150998,370.4168310285955,370.1889480541362,13.04635457708156,46.31599218904551,3.46309715357363,1
8.875642278454443,228.9215871862097,28487.7085978243,5.318731980337871,351.9607231772035,474.77251899981127,14.683970470839256,52.5788600217086,4.006991558563305,0
7.58168757744945,180.74914015853483,11989.2462425416,4.977306609069512,328.17697771424764,617.8835131421284,13.56125295056438,39.21591747967709,4.457282487105634,0
9.76925100608684,264.2656542791372,8471.67738143048,8.349709766709022,359.26854259335056,353.196475487524,15.047086914887984,52.645458533937706,4.636556195256859,0
7.035036795196814,220.5018876683082,19746.49325081927,7.059382855730257,371.9126148305407,536.1838999563895,15.303433235343393,67.90175838726564,4.557028865672788,1
9.91871706385417,199.18125107339057,21470.27830541328,6.799841410225563,329.17842902607634,430.5077068652869,15.966042944362073,59.29227326975216,3.385508443856719,0
6.9343105827538345,228.19447547612535,13901.644681098873,6.045502870155396,281.55211646037054,403.2150907193596,17.81190033928408,66.77933762259912,4.210975272536809,0
10.628820911367818,193.43316279213036,14054.125487414609,10.328488971280226,327.0641849167144,479.4025091342526,14.0757873456472,66.36750317331158,5.140449466636444,0
6.643935774662305,151.8896001137799,10909.194592323076,3.749625148300965,240.93672213751188,437.9090051656054,15.264742348024072,64.20396370266333,3.8129529259917896,0
5.72930291193782,162.85758508798966,34573.678785724354,5.654856360975956,415.2870721724372,297.6313652164491,13.990842219488345,76.74467671800038,3.5563948119631066,1
7.726134807902507,233.9478636629705,21667.86874132637,6.313181872058335,340.27317142046405,472.25899373256834,14.39986001596128,36.57803788764197,3.72063690445242,0
5.468360932331922,180.38236352234705,12305.90541479136,5.446562741244111,410.4592723125703,388.7455015206098,12.553093536183098,60.62774824844821,4.93346794921327,1
7.457979826928165,183.46130951496127,14733.458757085757,7.475273364334676,335.6680456708747,482.63717983915575,8.963253882638298,82.58133834918347,4.497730795590356,1
5.504452320660907,164.5009841094295,11950.235031074297,6.80095766880417,302.1904944537348,537.5396091372029,14.393869036597096,69.93982215954854,4.657360934464802,0
6.503638200451563,163.25663438144232,15000.18776915127,7.641833653493535,334.1031197774128,517.4283917117882,17.53065950278534,37.765517681533936,4.963184434039489,0
5.628406919430697,226.8300425846444,28334.49193746651,8.012496989065786,293.9242727590375,351.1612132424656,15.0192406194937,35.178662156733274,5.050683115260018,1
8.248703054410829,201.33885676642785,24912.87970547044,7.877666104360982,389.0888439704477,415.68344786117706,12.84204806371406,51.85915054211897,3.5405320044112223,0
9.024845037417505,128.0966912100072,19859.67647580388,8.016422649173737,300.15037702033186,451.1434810056514,14.770862942397969,73.77802564597586,3.985250505743576,1
8.885626344053186,171.83977666295198,19113.011912328988,6.503297311235955,404.1043121423805,399.6725563801652,17.623594070661568,76.83122644607027,2.993300944496919,0
4.901906856012032,141.93078127421825,13614.750925469429,8.306960457626596,368.6186875689668,439.0553561851737,9.921623325469795,82.6601649179758,4.103534274020024,1
8.764495619256667,210.8513459745638,15978.036559255024,8.043354126979011,328.7598439625314,324.04737549460816,12.12837684424494,59.78916269688138,5.790838006076015,1
6.857493757803479,233.21057499872185,22603.64945436473,6.627059043301967,368.105783101925,412.4346768867728,16.92617480326595,62.55789982166269,4.306581068206637,1
5.4985146932294855,180.8251137620231,21542.83003242949,6.70709459234911,352.25071130398965,419.51295764923873,13.183431560483882,68.9043702218294,3.074815427836984,1
7.210773702067905,163.04728268928835,14230.419130765456,7.35294059207056,324.09572612501927,441.524088334925,9.79301009998187,89.91991551782552,4.462408040870791,1
6.96820896010586,178.21731117902698,39995.18627184782,8.930688995006285,337.06494977222525,393.6769575025494,14.243373528509892,75.37574268576242,3.632643889529804,0
8.064170137236562,209.83933337513497,8712.00258845446,8.591510126308991,355.44372109287366,338.8481579462765,18.721311565047078,106.2430659759468,3.246077223248075,0
7.184973118804081,201.07921937827356,25234.427972105485,5.21668448428477,283.7446115636523,384.0115576156745,12.427538333244629,23.136611018123222,3.665410662111125,0
11.568767965914164,192.92444756734045,39234.470183564605,8.860762307418115,235.9954609732577,463.4351017760191,19.62817698172813,81.49652916525638,3.761288428295522,0
7.958871446046477,184.8285570508668,26845.66101347512,7.673719024583923,327.23910879775303,389.2642157392943,11.032867169120491,52.51051952476866,4.007902612509118,1
5.057736411358974,137.68934356534146,11229.137777081483,6.411410462619055,481.0306423059972,580.0952245647609,15.390304366955604,43.8825144491407,3.163935937469414,1
6.964198299767605,193.75327979898748,27408.4993324818,10.18460459991426,307.6945220861755,302.9404332488876,15.889649588055818,78.0767379802981,2.3956831824148326,0
7.992749619333389,193.60913765381545,14610.41283216292,7.218904024289119,332.4687554468501,468.6029981020903,10.877062198437386,67.18134080005805,4.062907043028831,0
5.704764776213017,116.29932988379586,33223.58152874991,7.050503159576975,297.0781534785211,504.3786809676549,9.001820487566135,48.1470312534892,4.157533407489738,0
5.655117422470192,146.7620232813935,19271.90312346903,6.39143892140127,316.49563058220923,469.8950015549349,11.97141687184319,62.004563201076834,4.401152242426085,0
9.467129030386197,169.21440754297896,33365.3154156343,8.46048978651693,315.96039772320285,449.7239516905264,10.396795637877688,74.32689798269826,3.164187993708538,0
6.1798098000471855,248.83326298226547,15391.559151103324,8.014257063844763,273.0868900719404,487.6257329898284,9.696477802501704,69.69702548357233,3.704324220484782,0
5.085429352833509,173.5659710719438,33455.24099482324,6.033247172047696,351.2712670306564,507.47624901785673,17.795957452409937,62.46613537245576,3.961730669540862,1
9.319176393077573,199.3335654213,14294.240349959267,7.784940449239423,366.0517518808906,338.44144996454025,15.215292663693788,63.39146814555416,4.129230416389857,0
7.399724707648925,258.01994705795937,18535.046451649418,5.497159162658319,339.8389767993214,354.6673118033933,14.979000065338653,73.00849575658609,3.795124079678799,0
8.783167623905637,218.0328397705385,16183.586649397506,7.390474095948067,334.0538854587382,389.0216156030328,16.354520235606856,47.10098206923328,4.274136884143136,0
5.548181849115771,204.25989937053495,39997.78369749367,7.027226155631311,319.20293529760403,431.9724288771597,15.40039620342526,41.95229157332619,3.945460483724316,0
7.833980482334359,203.1694080740336,11174.274760041037,6.246502454638379,394.89080921262985,338.2311222952338,16.27659187441759,47.93163884172695,4.254477177044036,0
7.860106421505122,182.0419861625088,34591.67814811829,6.18785720964272,287.22377860889384,285.22866098963453,14.365624861057768,74.88842167357646,3.499774683747187,1
6.351286549370794,162.2133452444081,22337.44839296724,6.867963632037966,379.6138031370582,337.0773485381277,11.712149246165495,65.96781371513842,3.707053967662745,1
9.515140615244428,199.08131728073573,9082.816175459164,5.976549511454515,367.23079221725766,501.446833694912,12.87712332014678,55.7706899569432,3.8128876614746607,0
8.506979070074129,197.7451411812109,20098.19951797769,6.456555757336727,344.1272533979067,555.9197962034071,9.02835890624482,78.93309630823819,3.8817938351483177,0
8.610963031730751,125.15876980912518,32079.774815203946,9.844921431275466,264.0528385406219,342.2052523985335,12.947376339363814,53.95026943457084,4.614400405414759,1
6.923636014423605,260.593154348188,24792.525622664085,5.50116404338138,332.23217745927707,607.7735672742027,15.483026737238047,51.53586708137299,4.0133388007039175,1
7.986018499069503,180.79555812792435,24712.99343193111,5.687865445343612,287.57088393241804,434.9545188654389,8.642494410465076,84.58196267045227,3.1530047275571595,1
6.61977546022829,150.7183613850659,11388.534186913772,6.807580134398719,370.7534688731821,431.4300870043796,7.710769287634548,73.63427763194561,4.086920566839482,0
8.722143776841188,151.6211320112265,28301.516948548782,3.651961339353696,248.09475894507975,468.36745137041055,15.15117258217083,79.53836757802165,3.2746286418408777,1
7.098245544161473,207.53538090335985,22671.47976122911,6.284582109974256,295.58568565997103,297.10649439357326,17.105327736425465,71.02082542930135,4.909571475286931,0
5.588537190733878,171.33312343988564,17732.240668204682,5.588614466203468,343.0415751407082,466.4454293513386,13.827755015910212,59.37645118056272,4.373998580206613,0
6.013160966461117,218.84325608559016,21573.74757111393,9.29585200073896,321.1683132149535,444.2766349599716,14.744347366499936,62.44323904691303,3.455622540984072,0
6.209697436775356,169.3185048169177,22610.768713435307,4.87541388108418,327.3799385347764,549.2767282750748,17.01511804175402,51.5055082848889,3.893766831260585,0
8.394397411757225,187.6434113961764,10603.098020510712,7.84026050655083,352.8356398453932,376.2411456671788,13.374831199494622,58.95000171347894,2.8339014301371472,0
6.777506359435946,207.0507482906684,15228.912908891563,6.182409481989718,321.39940357304243,523.2417319701859,12.68372439366675,86.16597060753259,4.263180267696578,1
6.367298530432279,183.7894910275452,11619.709696795016,6.035221327328306,343.82801532210664,362.7754392018864,16.64369604247895,73.2592207744983,2.6147660596382085,0
7.042793877475889,194.0467188465217,16733.124102663063,7.701926488840809,350.243966042523,504.9254660509991,19.70342152772605,82.25345354623485,3.965647066605856,0
8.727778876323073,202.41950478059005,25521.889224175808,3.8302384224449897,326.9079235592875,461.95881193567845,16.611457873349252,104.37325014190674,3.831540450516013,0
7.682872498072526,180.7013754732779,12105.721934269564,5.396716118190096,296.2388768643903,469.8356255488435,15.83176343631834,61.80209510271702,3.778606787628922,0
8.862867931189149,181.66539789833823,17465.09588584397,7.131703512231218,356.48189007419467,529.0860026368656,15.430418183729785,60.6066029122686,5.758675718947986,0
7.425102223222055,204.4862816465186,18608.940873849617,7.43449274757963,318.18329661711186,338.93527092327014,16.24475501404072,94.60531109309896,2.5587727443235098,1
6.006769481080511,226.87409855898463,20279.701038209343,8.16641628348054,225.5166278231677,275.9865952550496,9.650786456157505,52.64002547990045,4.034754809022699,0
6.775631133267148,154.3725427775486,15525.393963108943,6.084132842086124,343.03216098405863,597.979273674631,17.11854324946762,56.12402405384072,3.0175443059239453,1
6.425873866275697,188.98028152061903,11965.396508460652,7.571122584488707,365.4536552185631,502.9910878351933,13.866487230187204,96.81811277026677,3.731936502753873,1
5.754212967735088,241.60242960289395,31871.291238837573,7.299301919913234,203.4445207741574,495.9453441622583,22.763707419363584,71.4289784247935,5.920233914738748,0
4.872560878371032,224.70510511747744,16960.434630635733,7.0780148890041295,323.03685205942384,354.39060427526863,15.692175611249183,79.9628026711345,3.9180057985839225,1
6.709336439351165,226.42758590741735,8238.29003830498,7.692413006321582,289.92138048008235,284.77445891221987,11.868480440647431,51.87520736780934,4.074387228438908,0
7.191493718892235,175.4607816228668,34933.784401356046,5.42753272863003,332.1960481546365,411.3020865894416,11.665994647010107,60.28193206492738,4.320683960630699,0
8.020869102871476,175.8736762101069,21759.36392940157,7.487278120016829,352.98311196312886,428.66096486233664,4.966861618807002,72.30521867157222,3.4421212362955,0
4.931958445234491,164.66676859700692,31155.540218305283,7.411483499547991,383.7826259115355,506.53141388629575,14.980033693407904,69.24922883403491,5.045982883287057,1
6.769834880813582,177.17325799319417,34596.001871740686,2.8660730298495407,369.5329964853245,389.5162860869136,17.268073630973504,64.86860787758292,3.655789569066617,1
7.717076952182754,211.6813271791461,21400.016496453653,6.987854135150098,268.9449569680989,495.9149193452208,11.440746502455966,85.05154574919003,4.967975792277656,1
3.832917408963562,218.72383999456605,23535.0289007381,6.475402064091609,352.5058975751752,421.1834780149268,19.273560508946616,58.9036980330163,4.768660397450635,0
7.763415106574563,193.7211193509862,20019.26121482609,8.344391015666405,373.59779045374427,375.0728751001973,11.435979720918908,28.9936363155106,4.113536186706407,0
9.46266601699853,225.3993069787851,12224.624603764092,2.9813789663386965,387.09872005511255,485.697274121007,13.204393795237593,62.29769896087993,2.850183765643185,0
5.050748379982704,191.72220605554503,18252.07598964477,8.118115150459,284.2150724390233,373.74122847367954,18.045432290752046,91.85193802109114,3.9302906628109806,0
7.444914014951037,203.06874558303323,25489.075025583825,8.175744201693186,413.5603780775337,405.4206121417574,13.283100100193169,74.41286715692691,2.571391505704419,1
7.741245058636744,218.2371864747571,22824.699465157257,8.696478833800825,363.99274772202136,521.0162605795932,15.310631395152257,73.7230701214078,3.7411433659749633,1
6.124672270969831,179.57975245979594,27951.613070026902,8.075626885846768,303.6469276155788,467.1718220182185,13.835116679864484,69.01748768088481,3.631006709381833,0
7.278910903182803,135.25927247295698,22184.52703251262,7.156540539745273,357.9097951607645,480.143108594428,11.316001571498248,54.9439919588549,4.201577246628757,1
10.577930500044534,278.03636026697035,28652.143303733286,2.7857184262233883,379.27749521051993,334.2116688511952,15.011892615833348,65.19987815797609,3.051607724265514,0
7.86464967253437,218.15310691388663,23045.72624697215,7.432010934769431,349.9228521065612,414.3651493572396,14.785982514678096,72.60797966719042,3.585933521695313,0
7.973307535065096,237.4971525415004,23517.68101141075,5.354516204932816,283.58383431065624,478.8936156791228,15.259597501184658,53.671478492413655,2.826111940669668,1
6.161779499462049,202.7569725044581,12229.647584088483,11.523597512651357,324.04803479549577,344.3656891332465,14.68592683480574,47.80319369573596,4.003547029108377,1
8.647454007366981,183.59737430000524,12995.8854274784,6.195449079471762,382.3578687989115,489.762798891587,18.07696345621639,93.40961364479378,3.62410065900245,0
5.4674012550751785,197.02892616332483,12883.16353093341,9.264883097334067,347.4212658560193,355.17571217513563,12.762546321142736,67.1595324059163,3.7178227183596775,0
8.164992426171885,278.3403577852462,29045.261138112808,7.992914378232637,334.5519655036585,384.783184974492,17.406625809888965,64.2107667997218,4.162495509766512,1
5.492155982957838,176.27140374150653,26422.097888905493,8.072933637567953,366.64476621156456,500.9387878651716,7.609797727014268,59.39678681320408,3.294129366085436,0
5.609025353745414,271.6308237919948,26955.33018270648,6.772753383250597,296.6515643633789,443.8725582862587,17.04868331892419,72.82739237135598,3.354890147961576,1
7.539881892843843,185.82597533815368,21575.245220759803,7.442998712138735,333.07963014214306,444.11663259163385,15.830564782291448,49.06797746408835,4.531593669500014,0
3.92855649232336,191.66599767878637,17328.161457014812,7.692417173913011,306.47955825261965,406.0856141409098,9.578602450484992,45.480738060374975,5.060835979341727,0
7.8179012805146595,221.08970817902247,13742.145965163592,6.373737432069345,287.6984809266881,460.5992142125421,12.70482719696713,66.77759953605474,4.622667687389199,0
11.496858885301972,186.1252959253385,12253.303388605282,8.066979900780302,325.40934121797244,260.53175818559777,9.674082913742552,68.07392789734237,5.005193167286548,0
9.370696575357568,157.71936436169278,15106.308646718096,7.762861766330197,316.39197399236394,424.91567671604486,15.645998008331503,108.21398129464644,4.3807969416857615,1
4.370476580258797,188.6540372531146,29542.338165335543,8.117114132677262,301.02218217666064,456.3084538577487,16.34683847675535,46.69694092362607,4.64938203413864,0
6.901710202557188,173.15391505725697,10323.957841371875,7.436807555796994,376.8117079769051,538.6207869603159,10.401972967008817,36.75189767253448,3.0356705967120168,0
5.564342490630351,256.20882997776937,11245.735766690404,7.212253930841305,329.33836637555214,369.5555132553011,15.640053344806006,51.15034440489525,2.2859878491983503,1
4.761105184627487,150.07453325598388,19197.105514887666,7.936652408675291,374.4773192771577,400.45126841493976,11.13215005689142,69.2603504608719,4.581395077548666,1
5.041405027891031,193.16785349406788,17342.3140789379,7.842974787706206,322.1069974621493,444.4534957423296,17.472788484952957,66.54219804427565,4.543685761333924,0
7.974065001358431,160.22418165431924,29477.76439892189,2.4560135962074776,324.05559223457215,371.2119513238151,18.693915043943772,54.280623851348,4.069086697798404,0
5.4566808884538265,219.51988565170765,20967.84060967087,6.826782139377206,355.0828780755433,312.0198403081765,14.029285049627164,57.85250663552826,3.799472548553733,1
6.888547603133792,179.6324754737838,30722.29823264939,6.579328071104777,284.8857433176288,393.4931552922741,7.701010153564823,63.29358452094328,2.901432044137745,1
2.538115773481364,100.80651972166484,19872.85485390749,5.01402281172122,417.9999999849433,420.8308663494658,13.980890927706357,85.94319230652454,2.8400972144695893,1
